"FL","AL","MS","LA","TX"
5.45508096630688,27.9240037082526,1.88715250768322,9.5898521375,4.54658773871228
17.3582917166917,35.8632233843227,3.5116241893767,15.7757458427107,5.94558091732745
27.4474060607839,38.2083022352917,7.99723612149977,18.6448187111276,7.05982112462482
37.125793335126,40.9788202276253,11.3249793007503,22.7360147340691,7.81176658359371
49.8829644624846,44.7782136901176,18.3667398905611,29.1330819475,10.0854315482111
